"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AS OF FINAL ROLL","BLOCK","LOT","EASE-MENT","BUILDING CLASS AS OF FINAL ROLL","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract 2020","Neighborhood Tabulation Area (NTA) (2020)"
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1027","1231",,"RH","870 7TH AVENUE","2118","10019","0","0","1","0","0","0","4","RH","$200","01/19/2016","40.764521","-73.980773","105","4","1024878","1010277501","137","MN0502"
"1","MORNINGSIDE HEIGHTS","10  COOPS - ELEVATOR APARTMENTS","2","1977","23",,"D4","509 WEST 122ND STREET, 13",,"10027","0","0","0","0","0","1907","2","D4","$585,000","01/19/2016","40.810874","-73.958829","109","7","1059672","1019770023","211","MN0901"
"1","MORNINGSIDE HEIGHTS","10  COOPS - ELEVATOR APARTMENTS","2","1978","1",,"D4","501 WEST 123RD, 8D",,"10027","0","0","0","0","0","1956","2","D4","$635,000","01/19/2016",,,,,,,,
"1","MURRAY HILL","10  COOPS - ELEVATOR APARTMENTS","2","891","3",,"D4","35 PARK AVENUE, 12A",,"10016","0","0","0","0","0","1955","2","D4","$880,000","01/19/2016","40.748215","-73.9805","106","4","1018885","1008910003","80","MN0603"
"1","MURRAY HILL","13  CONDOS - ELEVATOR APARTMENTS","2","894","2055",,"R4","325 LEXINGTON AVENUE","15C","10016","1","0","1","0","0","2013","2","R4","$995,000","01/19/2016","40.749252","-73.977634","106","4","1088713","1008947504","80","MN0603"
"1","SOHO","13  CONDOS - ELEVATOR APARTMENTS","2","595","1412",,"R4","330 SPRING STREET","4C","10013","1","0","1","0","0","2005","2","R4","$2,000,000","01/19/2016","40.726044","-74.009705","102","3","1087495","1005957504","37","MN0201"
"1","SOHO","43  CONDO OFFICE BUILDINGS","4","594","1012",,"RB","479 GREENWICH STREET","6B","10013","0","0","1","0","0","0","4","RB","$9,975,000","01/19/2016","40.72479","-74.009294","102","3","1010288","1005947501","37","MN0201"
"1","SOHO","43  CONDO OFFICE BUILDINGS","4","594","1012",,"RB","479 GREENWICH STREET","6B","10013","0","0","1","0","0","0","4","RB","$0","01/19/2016","40.72479","-74.009294","102","3","1010288","1005947501","37","MN0201"
"1","SOUTHBRIDGE","13  CONDOS - ELEVATOR APARTMENTS","2","100","1054",,"R4","150 NASSAU STREET","7E","10038","1","0","1","0","0","0","2","R4","$850,000","01/19/2016","40.711541","-74.006027","101","1","1087756","1001007501","1501","MN0101"
"1","TRIBECA","13  CONDOS - ELEVATOR APARTMENTS","2","16","2232",,"R4","250 SOUTH END AVENUE","5F","10280","1","0","1","0","0","1985","2","R4","$465,000","01/19/2016","40.709709","-74.01656","101","1","1065089","1000167503","31704","MN0101"
"1","TRIBECA","13  CONDOS - ELEVATOR APARTMENTS","2","16","4425",,"R4","212 WARREN STREET","15A","10282","1","0","1","0","0","2000","2","R4","$2,128,142","01/19/2016","40.717524","-74.015469","101","1","1085929","1000167521","31703","MN0101"
"1","UPPER EAST SIDE (59-79)","01  ONE FAMILY DWELLINGS","1","1427","16",,"A4","235 EAST 72ND   STREET",,"10021","1","0","1","1,788","3,512","1910","1","A4","$10,100,000","01/19/2016","40.769382","-73.959717","108","4","1043970","1014270016","12602","MN0801"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1377","3",,"D4","812 FIFTH AVENUE, 7A",,"10065","0","0","0","0","0","1963","2","D4","$6,783,000","01/19/2016","40.766378","-73.971459","108","4","1040884","1013770003","11401","MN0802"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1392","28",,"D4","61 EAST 77TH STREET, 7C",,"10075","0","0","0","0","0","1920","2","D4","$645,000","01/19/2016","40.77476","-73.962494","108","4","1041824","1013920028","142","MN0802"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1409","40",,"D4","196 EAST 75TH STREET, 6G",,"10021","0","0","0","0","0","1961","2","D4","$875,000","01/19/2016","40.771811","-73.959478","108","4","1043090","1014090040","128","MN0802"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1410","14",,"D4","123 EAST 75TH STREET, 7H",,"10021","0","0","0","0","0","1962","2","D4","$850,000","01/19/2016","40.772633","-73.961376","108","4","1043142","1014100014","128","MN0802"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1427","1",,"D4","203 EAST 72ND STREET, 18A",,"10021","0","0","0","0","0","1966","2","D4","$1,450,000","01/19/2016","40.769602","-73.96023","108","4","1085194","1014270001","12602","MN0801"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1444","43",,"D4","310 EAST 70TH   STREET, 9D",,"10021","0","0","0","0","0","1959","2","D4","$899,000","01/19/2016","40.767233","-73.958722","108","5","1044830","1014440043","12601","MN0801"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1450","23",,"D4","370 EAST 76TH STREET, B807",,"10021","0","0","0","0","0","1966","2","D4","$515,000","01/19/2016","40.770731","-73.954944","108","5","1045148","1014500023","134","MN0801"
"1","UPPER EAST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1397","1302",,"R4","166 EAST 63RD   STREET","10L","10065","1","0","1","0","0","1959","2","R4","$625,000","01/19/2016","40.764394","-73.965579","108","4","1042051","1013977503","11402","MN0802"
"1","UPPER EAST SIDE (59-79)","17  CONDO COOPS","2","1395","1002",,"R9","1010 3 AVENUE, A-RES",,"10065","0","0","0","0","0","1963","2","R9","$550,000","01/19/2016","40.762278","-73.966071","108","4","1041959","1013957501","11402","MN0802"
"1","UPPER EAST SIDE (79-96)","02  TWO FAMILY DWELLINGS","1","1520","109",,"B1","121 EAST 91ST STREET",,"10128","2","0","2","1,510","3,556","1901","1","B1","$7,200,000","01/19/2016","40.783027","-73.954062","108","4","1048329","1015200109","15801","MN0802"
"1","UPPER EAST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1520","41",,"D4","166 EAST 92ND STREET, 3G",,"10128","0","0","0","0","0","1941","2","D4","$736,000","01/19/2016","40.782999","-73.952086","108","5","1048307","1015200041","15801","MN0802"
"1","UPPER EAST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1555","23",,"D4","340 EAST 93RD STREET, 25H",,"10128","0","0","0","0","0","1980","2","D4","$609,000","01/19/2016","40.781501","-73.946592","108","5","1078668","1015550023","15402","MN0803"
"1","UPPER EAST SIDE (79-96)","13  CONDOS - ELEVATOR APARTMENTS","2","1510","1025",,"R4","1438 3 AVENUE","25A","10028","1","0","1","0","0","1985","2","R4","$1,225,000","01/19/2016","40.775922","-73.95611","108","5","1047569","1015107501","140","MN0802"
"1","UPPER EAST SIDE (79-96)","13  CONDOS - ELEVATOR APARTMENTS","2","1536","1080",,"R4","1601 3RD AVENUE","9K","10128","1","0","1","0","0","0","2","R4","$10","01/19/2016","40.781476","-73.952044","108","5","1086170","1015367501","15401","MN0803"
"1","UPPER EAST SIDE (79-96)","26  OTHER HOTELS","4","1577","149",,"H3","502 EAST 81ST ST",,"10028","0","1","1","1,279","5,855","1920","4","H3","$6,450,000","01/19/2016","40.772537","-73.949094","108","5","1050879","1015770149","13602","MN0803"
"1","UPPER WEST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1119","29",,"D4","65 CENTRAL PARK WEST, 16D",,"10023","0","0","0","0","0","1929","2","D4","$4,750,000","01/19/2016","40.772731","-73.978515","107","6","1028230","1011190029","15301","MN0701"
"1","UPPER WEST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1114","1137",,"R4","62 WEST 62ND   STREET","15B","10023","1","0","1","0","0","0","2","R4","$0","01/19/2016","40.77084","-73.982829","107","3","1084787","1011147502","145","MN0701"
"1","UPPER WEST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1168","1016",,"R4","205 WEST 76TH   STREET","603","10023","1","0","1","0","0","2007","2","R4","$1,500,000","01/19/2016","40.781432","-73.980281","107","6","1087660","1011687501","163","MN0702"
"1","UPPER WEST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1171","2632",,"R4","50 RIVERSIDE BOULEVARD","15H","10069","1","0","1","0","0","2013","2","R4","$2,763,457","01/19/2016","40.774374","-73.991555","107","6","1089742","1011717509","15102","MN0701"
"1","UPPER WEST SIDE (59-79)","17  CONDO COOPS","2","1158","1107",,"R9","180 WEST END AVENUE, 30P",,"10023","0","0","0","0","0","1965","2","R9","$475,000","01/19/2016","40.777552","-73.98611","107","6","1070696","1011587502","15501","MN0701"
"1","UPPER WEST SIDE (79-96)","09  COOPS - WALKUP APARTMENTS","2C","1210","42",,"C6","114 WEST 80TH   STREET, 1F",,"10024","0","0","0","0","0","1910","2","C6","$505,000","01/19/2016","40.782902","-73.975648","107","6","1031770","1012100042","165","MN0702"
"1","UPPER WEST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1206","29",,"D4","322 CENTRAL PARK WEST, 11A",,"10025","0","0","0","0","0","1926","2","D4","$3,800,000","01/19/2016","40.789312","-73.966776","107","6","1031636","1012060029","177","MN0702"
"1","UPPER WEST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1216","44",,"D4","130 WEST 86TH STREET, 13C",,"10024","0","0","0","0","0","1926","2","D4","$1,318,633","01/19/2016","40.786966","-73.973339","107","6","1032168","1012160044","169","MN0702"
"1","UPPER WEST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1229","61",,"D4","450 WEST END AVENUE, 13C",,"10024","0","0","0","0","0","1931","2","D4","$4,150,000","01/19/2016","40.786048","-73.979911","107","6","1032698","1012290061","167","MN0702"
"1","UPPER WEST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1245","47",,"D4","118 RIVERSIDE DRIVE, 10B",,"10024","0","0","0","0","0","1929","2","D4","$3,995,000","01/19/2016","40.788266","-73.980727","107","6","1084417","1012450047","171","MN0702"
"1","UPPER WEST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1250","6",,"D4","345 WEST 88TH STREET, 7B",,"10024","0","0","0","0","0","1915","2","D4","$1,585,000","01/19/2016","40.790637","-73.977942","107","6","1034004","1012500006","175","MN0702"
"1","UPPER WEST SIDE (79-96)","13  CONDOS - ELEVATOR APARTMENTS","2","1218","1047",,"R4","101 WEST 87TH   STREET","614","10024","1","0","1","0","0","1986","2","R4","$1,325,000","01/19/2016","40.78735","-73.972104","107","6","1032246","1012187501","173","MN0702"
"1","UPPER WEST SIDE (79-96)","13  CONDOS - ELEVATOR APARTMENTS","2","1223","1126",,"R4","124 WEST 93RD STREET","5C","10025","1","0","1","0","0","1925","2","R4","$1,170,000","01/19/2016","40.791311","-73.969863","107","6","1070916","1012237502","177","MN0702"
"1","UPPER WEST SIDE (79-96)","13  CONDOS - ELEVATOR APARTMENTS","2","1226","1240",,"R4","169 WEST 95TH   STREET","18J","10025","1","0","1","0","0","1971","2","R4","$789,143","01/19/2016","40.792952","-73.969819","107","6","1032587","1012267502","181","MN0702"
"1","UPPER WEST SIDE (96-116)","10  COOPS - ELEVATOR APARTMENTS","2","1879","62",,"D4","2790 BROADWAY, 3C",,"10025","0","0","0","0","0","1930","2","D4","$239,000","01/19/2016","40.80261","-73.967694","107","7","1079476","1018790062","195","MN0703"
"1","UPPER WEST SIDE (96-116)","15  CONDOS - 2-10 UNIT RESIDENTIAL","2C","1879","1002",,"R1","238 WEST 108 STREET","2","10025","1","0","1","0","0","2007","2","R1","$0","01/19/2016","40.802299","-73.966109","107","7","1056668","1018797501","195","MN0703"
"1","WASHINGTON HEIGHTS UPPER","10  COOPS - ELEVATOR APARTMENTS","2","2180","633",,"D4","4523 BROADWAY, 3H",,"10040","0","0","0","0","0","1951","2","D4","$344,725","01/19/2016","40.858825","-73.931567","112","10","1085399","1021800633","279","MN1202"
"2","BATHGATE","01  ONE FAMILY DWELLINGS","1","3053","102",,"A1","2329 BASSFORD AVENUE",,"10458","1","0","1","919","1,248","1901","1","A1","$0","01/19/2016","40.855874","-73.89173","206","15","2011640","2030530102","385","BX0603"
"2","BATHGATE","32  HOSPITAL AND HEALTH FACILITIES","4","3053","78",,"I9","2342 WASHINGTON AVENUE",,"10458","103","0","103","5,607","17,605","1931","4","I9","$2,600,000","01/19/2016","40.856254","-73.892243","206","15","2000000","2030530078","385","BX0603"
"2","BAYCHESTER","02  TWO FAMILY DWELLINGS","1","4921","180",,"B2","3684 PALMER AVENUE",,"10466","2","0","2","3,495","2,200","1997","1","B2","$493,000","01/19/2016","40.884843","-73.838387","212","12","2112965","2049210180","48401","BX1202"
"2","BEDFORD PARK/NORWOOD","10  COOPS - ELEVATOR APARTMENTS","2","3344","102",,"D4","3535 KINGS COLLEGE PL, 3G",,"10467","0","0","0","0","0","1954","2","D4","$140,000","01/19/2016","40.880577","-73.875724","207","11","2110145","2033440102","43102","BX0703"
"2","BELMONT","06  TAX CLASS 1 - OTHER","1","3075","26",,"G0","2407 CAMBRELENG AVENUE",,"10458","0","0","0","1,667","200","1931","1","G0","$0","01/19/2016","40.854762","-73.885214","206","15","2012193","2030750026","389","BX0603"
"2","BELMONT","07  RENTALS - WALKUP APARTMENTS","2","3074","34",,"C7","633 EAST 186TH STREET",,"10458","27","1","28","4,375","19,725","1907","2","C7","$3,907,500","01/19/2016","40.854251","-73.887156","206","15","2012168","2030740034","391","BX0603"
"2","BELMONT","22  STORE BUILDINGS","4","3090","32",,"K2","687 EAST 187TH STREET",,"10458","0","8","8","6,141","10,236","1988","4","K2","$0","01/19/2016","40.854383","-73.885175","206","15","2012547","2030900032","389","BX0603"
"2","BRONXDALE","10  COOPS - ELEVATOR APARTMENTS","2","4429","1",,"D4","2550 OLINVILLE AVENUE, 13C",,"10467","0","0","0","0","0","1965","2","D4","$419,000","01/19/2016","40.863941","-73.868401","211","15","2051300","2044290001","33202","BX1104"
"2","KINGSBRIDGE HTS/UNIV HTS","07  RENTALS - WALKUP APARTMENTS","2","3221","78",,"C1","1929 ANDREWS AVENUE SOUTH",,"10453","11","0","11","5,165","12,500","1915","2","C1","$1,676,316","01/19/2016","40.854638","-73.913273","205","14","2014891","2032210078","24502","BX0501"
"2","KINGSBRIDGE HTS/UNIV HTS","07  RENTALS - WALKUP APARTMENTS","2B","3221","84",,"C1","1917 ANDREWS AVENUE SOUTH",,"10453","10","0","10","4,396","12,500","1915","2","C1","$1,680,000","01/19/2016","40.854386","-73.913479","205","14","2014894","2032210084","24502","BX0501"
"3","MIDWOOD","01  ONE FAMILY DWELLINGS","1","6753","17",,"A5","1422 EAST 16TH   STREET",,"11230","1","0","1","1,006","976","1945","1","A5","$525,000","01/19/2016","40.614904","-73.95851","314","48","3181377","3067530017","544","BK1403"
"2","KINGSBRIDGE HTS/UNIV HTS","07  RENTALS - WALKUP APARTMENTS","2","3225","72",,"C1","2287 LORING PLACE NORTH",,"10468","23","0","23","6,708","29,480","1916","2","C1","$3,951,000","01/19/2016","40.861422","-73.908637","207","14","2014930","2032250072","255","BX0701"
"2","KINGSBRIDGE HTS/UNIV HTS","07  RENTALS - WALKUP APARTMENTS","2","3225","103",,"C1","2318 LORING PLACE NORTH",,"10468","21","0","21","5,727","23,040","1915","2","C1","$2,750,000","01/19/2016","40.862034","-73.90814","207","14","2014944","2032250103","255","BX0701"
"2","KINGSBRIDGE HTS/UNIV HTS","07  RENTALS - WALKUP APARTMENTS","2","3225","126",,"C1","2321 ANDREWS AVENUE",,"10468","27","0","27","6,250","23,636","1922","2","C1","$4,122,684","01/19/2016","40.861797","-73.907049","207","14","2014955","2032250126","255","BX0701"
"2","KINGSBRIDGE HTS/UNIV HTS","07  RENTALS - WALKUP APARTMENTS","2","3225","173",,"C1","2319 LORING PLACE NORTH",,"10468","13","0","13","3,592","14,800","1925","2","C1","$2,000,000","01/19/2016","40.862075","-73.908133","207","14","2014967","2032250173","255","BX0701"
"2","KINGSBRIDGE/JEROME PARK","01  ONE FAMILY DWELLINGS","1","5714","159",,"A2","306 WEST 232 ST",,"10463","1","0","1","4,329","1,200","1920","1","A2","$426,000","01/19/2016","40.882048","-73.907411","208","11","2083219","2057140159","289","BX0802"
"2","KINGSBRIDGE/JEROME PARK","07  RENTALS - WALKUP APARTMENTS","2","3267","11",,"C7","167 WEST 231 STREET",,"10463","22","4","26","6,430","28,657","1912","2","C7","$0","01/19/2016","40.878372","-73.903323","208","14","2016145","2032670011","277","BX0801"
"2","MELROSE/CONCOURSE","02  TWO FAMILY DWELLINGS","1","2436","16",,"B1","1258 COLLEGE AVENUE",,"10456","2","0","2","3,000","2,646","1930","1","B1","$280,000","01/19/2016","40.834382","-73.912417","204","16","2002313","2024360016","17701","BX0401"
"2","MELROSE/CONCOURSE","07  RENTALS - WALKUP APARTMENTS","2","2446","3",,"C1","946 SHERMAN AVENUE",,"10456","20","0","20","4,558","15,170","1921","2","C1","$5,275,000","01/19/2016","40.82798","-73.919237","204","16","2002476","2024460003","18302","BX0401"
"2","MELROSE/CONCOURSE","07  RENTALS - WALKUP APARTMENTS","2","2446","5",,"C1","952 SHERMAN AVENUE",,"10456","20","0","20","4,506","15,030","1921","2","C1","$0","01/19/2016","40.828033","-73.919208","204","16","2002477","2024460005","18302","BX0401"
"2","MORRISANIA/LONGWOOD","29  COMMERCIAL GARAGES","4","2706","15",,"G1","1132 INTERVALE AVE",,"10459","0","1","1","3,335","3,300","1920","4","G1","$365,000","01/19/2016","40.827045","-73.896322","202","17","2005497","2027060015","131","BX0202"
"2","MORRISANIA/LONGWOOD","31  COMMERCIAL VACANT LAND","4","2643","40",,"V1","EAST 152 STREET",,"10455","0","0","0","4,200","0","0","4","V1","$550,000","01/19/2016",,,,,,,,
"2","PARKCHESTER","13  CONDOS - ELEVATOR APARTMENTS","2","3938","4368",,"R4","1410 EAST AVE","2F","10462","1","0","1","0","0","0","2","R4","$180,000","01/19/2016","40.835752","-73.860438","209","18","2096680","2039387501","212","BX0904"
"2","PARKCHESTER","13  CONDOS - ELEVATOR APARTMENTS","2","3943","4173",,"R4","1680 METROPOLITAN AVENUE","TA","10462","1","0","1","0","0","0","2","R4","$75,250","01/19/2016","40.840516","-73.855","209","18","2096735","2039437501","21002","BX0904"
"2","PELHAM GARDENS","02  TWO FAMILY DWELLINGS","1","4481","5",,"B2","1525 MACE AVENUE",,"10469","2","0","2","3,125","2,344","1920","1","B2","$601,800","01/19/2016","40.862762","-73.842602","211","13","2053031","2044810005","312","BX1103"
"2","PELHAM PARKWAY NORTH","07  RENTALS - WALKUP APARTMENTS","2A","4446","53",,"C3","2555 COLDEN AVE",,"10469","4","0","4","2,500","3,600","1939","2","C3","$100,000","01/19/2016","40.863904","-73.859674","211","13","2051660","2044460053","324","BX1104"
"2","RIVERDALE","10  COOPS - ELEVATOR APARTMENTS","2","5716","362",,"D4","2400 JOHNSON AVENUE, 4F",,"10463","0","0","0","0","0","1969","2","D4","$297,000","01/19/2016","40.876816","-73.918201","208","11","2083244","2057160362","29302","BX0803"
"2","SOUNDVIEW","02  TWO FAMILY DWELLINGS","1","3436","159",,"B2","111 HORIZON COURT",,"10473","2","0","2","1,467","2,400","2014","1","B2","$353,886","01/19/2016","40.807129","-73.850622","209","18","2127346","2034360159","4","BX0902"
"2","THROGS NECK","01  ONE FAMILY DWELLINGS","1","5429","53",,"A1","833 HOLLYWOOD AVENUE",,"10465","1","0","1","5,600","2,100","1920","1","A1","$495,000","01/19/2016","40.829973","-73.821363","210","13","2076798","2054290053","162","BX1002"
"3","BATH BEACH","03  THREE FAMILY DWELLINGS","1","6365","68",,"C0","8660 17TH   AVENUE",,"11214","3","0","3","2,094","2,352","1920","1","C0","$985,000","01/19/2016","40.607497","-74.006011","311","43","3166459","3063650068","180","BK1102"
"3","BATH BEACH","03  THREE FAMILY DWELLINGS","1","6374","79",,"C0","8660 20TH   AVENUE",,"11214","3","0","3","2,127","2,722","1970","1","C0","$1,210,000","01/19/2016","40.603564","-73.999352","311","47","3166877","3063740079","284","BK1101"
"3","BAY RIDGE","01  ONE FAMILY DWELLINGS","1","6019","50",,"A5","569 84TH STREET",,"11209","1","0","1","2,000","1,640","1925","1","A5","$0","01/19/2016","40.621957","-74.023836","310","43","3152560","3060190050","142","BK1001"
"3","BAY RIDGE","02  TWO FAMILY DWELLINGS","1","5951","62",,"S2","457 77TH STREET",,"11209","2","1","3","2,000","2,862","1899","1","S2","$1,280,000","01/19/2016","40.628611","-74.024336","310","43","3149273","3059510062","136","BK1001"
"3","BAY RIDGE","10  COOPS - ELEVATOR APARTMENTS","2","6127","11",,"D4","9707 FOURTH AVENUE, 2P",,"11209","0","0","0","0","0","1957","2","D4","$240,000","01/19/2016","40.614383","-74.031714","310","43","3155885","3061270011","162","BK1001"
"3","BEDFORD STUYVESANT","01  ONE FAMILY DWELLINGS","1","1687","40",,"A5","266 BAINBRIDGE STREET",,"11233","1","0","1","1,173","1,368","1899","1","A5","$750,000","01/19/2016","40.681471","-73.926604","303","36","3047875","3016870040","381","BK0302"
